Sex,Length,Diameter,Height,Whole Weight,Shucked Weight,Viscera Weight,Shell Weight
1,0.533742331288344,0.632,0.203883495145631,0.000136808430560783,0.0913978494623656,0.170434782608696,0.000129353233830846
0,0.607361963190184,0.632,0.242718446601942,0.00020380127963869,0.000159610215053763,0.000233913043478261,0.154228855721393
0,0.570552147239264,0.000576,0.203883495145631,0.162213022205495,0.115591397849462,0.186086956521739,0.174129353233831
2,0.533742331288344,0.000512,0.000155339805825243,0.000125141136620248,0.0000997983870967742,0.000110434782608696,0.104477611940299
0,0.521472392638037,0.00056,0.203883495145631,0.147911178020324,0.0000873655913978495,0.109565217391304,0.164179104477612
1,0.668711656441718,0.000656,0.242718446601942,0.000261008656379375,0.000199932795698925,0.253913043478261,0.000208955223880597
1,0.000650306748466258,0.664,0.223300970873786,0.00022261949567181,0.156586021505376,0.000275652173913044,0.00017910447761194
1,0.000601226993865031,0.6,0.262135922330097,0.000230523146405721,0.000171706989247312,0.177391304347826,0.000218905472636816
0,0.000539877300613497,0.000544,0.203883495145631,0.151298456906285,0.0000877016129032258,0.000166086956521739,0.164179104477612
1,0.000687116564417178,0.000688,0.00029126213592233,0.000332141512984569,0.000232862903225806,0.299130434782609,0.000308457711442786
0,0.496932515337423,0.488,0.16504854368932,0.0000980429055325555,0.0000769489247311828,0.000103478260869565,0.0845771144278607
1,0.000576687116564417,0.584,0.203883495145631,0.00015826119683854,0.109543010752688,0.00018,0.000139303482587065
2,0.47239263803681,0.472,0.16504854368932,0.0000954083552879187,0.0692204301075269,0.0001,0.0845771144278607
1,0.631901840490798,0.68,0.000271844660194175,0.288295069627399,0.204301075268817,0.0003,0.253731343283582
0,0.00045398773006135,0.424,0.145631067961165,0.0805419646217539,0.0000604838709677419,0.088695652173913,0.0000696517412935324
2,0.000441717791411043,0.000448,0.000155339805825243,0.0000660519382762514,0.0544354838709677,0.0000878260869565217,0.0000696517412935324
2,0.000331288343558282,0.312,0.000116504854368932,0.0274745954083553,0.0000191532258064516,0.0000408695652173913,0.0000298507462686567
2,0.460122699386503,0.44,0.000174757281553398,0.0895747083176515,0.000072244623655914,0.0000947826086956522,0.0000696517412935324
2,0.47239263803681,0.000464,0.16504854368932,0.0000942792623259315,0.0752688172043011,0.106086956521739,0.0000796019900497512
0,0.000858895705521472,0.856,0.000310679611650485,0.000649416635302973,0.000423387096774194,0.000458260869565217,0.000537313432835821
0,0.000871165644171779,0.000864,0.320388349514563,0.737297704177644,0.000515120967741935,0.453913043478261,0.000776119402985075
0,0.730061349693252,0.000768,0.320388349514563,0.47497177267595,0.000324932795698925,0.492173913043478,0.000407960199004975
1,0.000539877300613497,0.00056,0.242718446601942,0.000151863003387279,0.11760752688172,0.109565217391304,0.128358208955224
1,0.398773006134969,0.000416,0.000174757281553398,0.0000720737674068498,0.0571236559139785,0.0626086956521739,0.0616915422885572
2,0.000429447852760736,0.000416,0.184466019417476,0.0794128716597667,0.0577956989247312,0.0973913043478261,0.0676616915422886
2,0.325153374233129,0.00032,0.12621359223301,0.0000366955212645841,0.0000268817204301075,0.0000356521739130435,0.0278606965174129
1,0.521472392638037,0.000528,0.223300970873786,0.152803914188935,0.000109879032258065,0.140869565217391,0.000134825870646766
1,0.374233128834356,0.000368,0.000155339805825243,0.0587128340233346,0.0000453629032258065,0.00006,0.0477611940298507
0,0.423312883435583,0.408,0.000174757281553398,0.0000754610462928115,0.0631720430107527,0.000051304347826087,0.0626865671641791
1,0.496932515337423,0.52,0.000213592233009709,0.000133797515995484,0.101478494623656,0.109565217391304,0.116417910447761
0,0.460122699386503,0.456,0.184466019417476,0.0952201731275875,0.0645161290322581,0.0001,0.0000920398009950249
1,0.693251533742331,0.712,0.300970873786408,0.310876928867143,0.229166666666667,0.000357391304347826,0.000246268656716418
1,0.000674846625766871,0.00072,0.281553398058252,0.278885961610839,0.198252688172043,0.000249565217391304,0.000265174129353234
0,0.000797546012269939,0.000832,0.000368932038834951,0.000506021829130598,0.348790322580645,0.532173913043478,0.000444278606965174
0,0.000687116564417178,0.728,0.300970873786408,0.299962363567934,0.000228494623655914,0.000330434782608696,0.000241293532338308
0,0.582822085889571,0.6,0.000252427184466019,0.000194768535942793,0.000139448924731183,0.000202608695652174,0.000169154228855721
1,0.000601226993865031,0.000608,0.242718446601942,0.206624012043658,0.164650537634409,0.00018695652173913,0.173134328358209
0,0.00056441717791411,0.00056,0.000233009708737864,0.193827625141137,0.150537634408602,0.187826086956522,0.000155721393034826
2,0.000343558282208589,0.328,0.000155339805825243,0.047798268724125,0.0349462365591398,0.0678260869565217,0.0417910447761194
2,0.214723926380368,0.000208,0.106796116504854,0.0000118554761008656,0.00000705645161290323,0.000011304347826087,0.0000124378109452736
2,0.000208588957055215,0.000208,0.184466019417476,0.000011290929619872,0.00873655913978495,0.0139130434782609,0.00000995024875621891
0,0.000723926380368098,0.76,0.281553398058252,0.396311629657508,0.000296706989247312,0.455652173913043,0.323383084577114
1,0.742331288343558,0.0008,0.359223300970874,0.000420963492660896,0.315188172043011,0.000449565217391304,0.333333333333333
1,0.779141104294479,0.824,0.000368932038834951,0.000516183665788483,0.000340389784946237,0.530434782608696,0.000447761194029851
1,0.742331288343558,0.776,0.000310679611650485,0.000397628904779827,0.000248655913978495,0.000409565217391304,0.353233830845771
1,0.693251533742331,0.00072,0.262135922330097,0.000372036130974784,0.26008064516129,0.00026,0.000308457711442786
0,0.631901840490798,0.648,0.000252427184466019,0.271735039518254,0.00021505376344086,0.227826086956522,0.000208955223880597
1,0.705521472392638,0.000736,0.000368932038834951,0.374106134738427,0.263440860215054,0.000421739130434783,0.000338308457711443
0,0.791411042944785,0.776,0.41747572815534,0.569815581482875,0.366935483870968,0.000454782608695652,0.631840796019901
1,0.000711656441717791,0.728,0.000330097087378641,0.000341550621001129,0.251344086021505,0.000371304347826087,0.283582089552239
1,0.705521472392638,0.000736,0.320388349514563,0.423033496424539,0.000200604838709677,0.000310434782608696,0.000437810945273632
0,0.742331288343558,0.744,0.320388349514563,0.397440722619496,0.000283266129032258,0.000430434782608696,0.000338308457711443
1,0.742331288343558,0.776,0.000310679611650485,0.459917199849454,0.000356182795698925,0.000447826086956522,0.000278606965174129
0,0.000748466257668712,0.776,0.339805825242718,0.000468385397064358,0.365591397849462,0.516521739130435,0.343283582089552
1,0.889570552147239,0.000896,0.000407766990291262,0.805796010538201,0.000436827956989247,0.692173913043478,1
1,0.000797546012269939,0.872,0.000446601941747573,0.659390289800527,0.000376680107526882,0.000503478260869565,0.810945273631841
0,0.889570552147239,0.000912,0.000368932038834951,0.000959729017689123,0.000719422043010753,0.84,0.721393034825871
1,0.889570552147239,0.92,0.339805825242718,0.79939781708694,0.514112903225806,0.000785217391304348,0.000845771144278607
1,0.000834355828220859,0.000912,0.398058252427184,0.693263078660143,0.42002688172043,0.709565217391304,0.000646766169154229
0,0.865030674846626,0.000896,0.000427184466019417,0.745577719232217,0.000549395161290323,0.000536521739130435,0.000756218905472637
1,0.000834355828220859,0.824,0.339805825242718,0.000609145652992096,0.000344422043010753,0.711304347826087,0.000616915422885572
0,0.852760736196319,0.00088,0.41747572815534,0.000736356793375988,0.00047883064516129,0.940869565217391,0.000587064676616915
1,0.000650306748466258,0.632,0.281553398058252,0.291682348513361,0.206989247311828,0.293913043478261,0.253731343283582
0,0.644171779141104,0.696,0.300970873786408,0.400828001505457,0.326612903225806,0.405217391304348,0.283582089552239
1,0.000638036809815951,0.648,0.223300970873786,0.292058712834023,0.00021505376344086,0.000320869565217391,0.000218905472636816
2,0.288343558282209,0.000256,0.0000776699029126214,0.0180654873917953,0.0000124327956989247,0.031304347826087,0.0149253731343284
2,0.000441717791411043,0.000416,0.000174757281553398,0.0000671810312382386,0.0000433467741935484,0.0643478260869565,0.0746268656716418
2,0.386503067484663,0.000336,0.000116504854368932,0.0470455400828002,0.0000403225806451613,0.0000652173913043478,0.0348258706467662
2,0.386503067484663,0.392,0.16504854368932,0.0000540082800150546,0.0356182795698925,0.0000826086956521739,0.0000497512437810945
2,0.276073619631902,0.000256,0.087378640776699,0.0000175009409108017,0.0168010752688172,0.0260869565217391,0.0149253731343284
0,0.000711656441717791,0.76,0.00029126213592233,0.000365073391042529,0.258736559139785,0.000376521739130435,0.000348258706467662
0,0.000699386503067485,0.000768,0.000349514563106796,0.000353594279262326,0.268145161290323,0.000347826086956522,0.293532338308458
0,0.000785276073619632,0.000816,0.339805825242718,0.514866390666165,0.346102150537634,0.462608695652174,0.000567164179104478
1,0.000687116564417178,0.00072,0.000310679611650485,0.000385208882197968,0.288306451612903,0.466086956521739,0.000298507462686567
1,0.000760736196319018,0.76,0.339805825242718,0.000382574331953331,0.000292674731182796,0.372173913043478,0.323383084577114
1,0.791411042944785,0.000816,0.000388349514563107,0.000589951072638314,0.417338709677419,0.638260869565217,0.00045771144278607
0,0.000760736196319018,0.000784,0.000368932038834951,0.458411742566805,0.000366599462365591,0.000515652173913043,0.353233830845771
1,0.000773006134969325,0.000768,0.00029126213592233,0.000396123447497177,0.263440860215054,0.584347826086957,0.283582089552239
1,0.000773006134969325,0.0008,0.359223300970874,0.520511855476101,0.000362903225806452,0.000576521739130435,0.000378109452736318
1,0.000773006134969325,0.000768,0.000310679611650485,0.451260820474219,0.00035383064516129,0.582608695652174,0.313432835820896
1,0.717791411042945,0.000736,0.000330097087378641,0.000350959729017689,0.245295698924731,0.471304347826087,0.000288557213930348
0,0.754601226993865,0.000768,0.000349514563106796,0.000436394429808054,0.000325604838709677,0.000376521739130435,0.323383084577114
0,0.000748466257668712,0.776,0.000330097087378641,0.000384832517877305,0.281586021505376,0.000418260869565217,0.000358208955223881
0,0.000711656441717791,0.00072,0.00029126213592233,0.348889725254046,0.185483870967742,0.000315652173913043,0.000358208955223881
2,0.43558282208589,0.44,0.16504854368932,0.0000828001505457283,0.0618279569892473,0.000104347826086957,0.000149253731343284
1,0.000625766871165644,0.00064,0.000271844660194175,0.000306548739179526,0.308467741935484,0.000341739130434783,0.194029850746269
0,0.000613496932515337,0.648,0.300970873786408,0.290553255551374,0.23252688172043,0.00026695652173913,0.243781094527363
1,0.619631901840491,0.000656,0.00029126213592233,0.242378622506586,0.191532258064516,0.252173913043478,0.000208955223880597
0,0.000785276073619632,0.0008,0.359223300970874,0.00049059089198344,0.00029872311827957,0.000458260869565217,0.462686567164179
0,0.000687116564417178,0.00072,0.000310679611650485,0.347007903650734,0.290322580645161,0.309565217391304,0.000258706467661692
0,0.717791411042945,0.000736,0.359223300970874,0.347007903650734,0.000244287634408602,0.370434782608696,0.283582089552239
1,0.000552147239263804,0.552,0.000233009708737864,0.00015675573955589,0.00011122311827957,0.165217391304348,0.134328358208955
0,0.000613496932515337,0.00064,0.320388349514563,0.310500564546481,0.170698924731183,0.356521739130435,0.283582089552239
1,0.000613496932515337,0.00064,0.281553398058252,0.000237109522017313,0.157258064516129,0.000254782608695652,0.000228855721393035
1,0.000650306748466258,0.696,0.000330097087378641,0.000306925103500188,0.000200604838709677,0.269565217391304,0.27363184079602
0,0.000515337423312883,0.536,0.223300970873786,0.138878434324426,0.11491935483871,0.123478260869565,0.000119402985074627
1,0.000539877300613497,0.000544,0.000271844660194175,0.181407602559277,0.125,0.000188695652173913,0.000159203980099502
2,0.00049079754601227,0.00048,0.000213592233009709,0.118554761008656,0.073252688172043,0.116521739130435,0.000119402985074627
2,0.533742331288344,0.000544,0.000213592233009709,0.000142830259691381,0.000100470430107527,0.147826086956522,0.000119402985074627
1,0.644171779141104,0.664,0.000330097087378641,0.000313323296951449,0.000185147849462366,0.00029304347826087,0.000308457711442786
2,0.00045398773006135,0.000448,0.184466019417476,0.0000999247271358675,0.081989247311828,0.0904347826086957,0.0000796019900497512
1,0.000601226993865031,0.584,0.281553398058252,0.000238803161460294,0.000134072580645161,0.000282608695652174,0.000218905472636816
0,0.411042944785276,0.0004,0.000174757281553398,0.0681219420398946,0.000050739247311828,0.0000721739130434783,0.0000597014925373134
1,0.50920245398773,0.52,0.203883495145631,0.000143018441851712,0.000107190860215054,0.000136521739130435,0.000119402985074627
0,0.000613496932515337,0.648,0.000271844660194175,0.000231652239367708,0.161962365591398,0.000235652173913043,0.203980099502488
1,0.595092024539877,0.632,0.000310679611650485,0.000248400451637185,0.00016633064516129,0.222608695652174,0.233830845771144
0,0.000674846625766871,0.648,0.000271844660194175,0.000302032367331577,0.163978494623656,0.000284347826086957,0.253731343283582
0,0.000552147239263804,0.00056,0.000252427184466019,0.000173127587504705,0.116935483870968,0.19304347826087,0.134328358208955
2,0.496932515337423,0.00048,0.000233009708737864,0.121942039894618,0.0000850134408602151,0.000121739130434783,0.000109452736318408
0,0.000576687116564417,0.000576,0.262135922330097,0.188558524651863,0.000111895161290323,0.2,0.164179104477612
1,0.50920245398773,0.488,0.000252427184466019,0.000120436582611968,0.0000877016129032258,0.000131304347826087,0.104477611940299
1,0.54601226993865,0.52,0.242718446601942,0.171245765901393,0.000119959677419355,0.000195652173913043,0.000139303482587065
1,0.000576687116564417,0.00056,0.281553398058252,0.000194768535942793,0.125672043010753,0.000214782608695652,0.00017910447761194
1,0.000601226993865031,0.6,0.00029126213592233,0.000216597666541212,0.000147849462365591,0.250434782608696,0.000189054726368159
1,0.54601226993865,0.568,0.00029126213592233,0.182536695521265,0.121639784946237,0.217391304347826,0.154228855721393
2,0.521472392638037,0.000608,0.203883495145631,0.000122882950696274,0.0000863575268817204,0.000136521739130435,0.0000995024875621891
1,0.000613496932515337,0.000592,0.262135922330097,0.000169363944298081,0.000115255376344086,0.000183478260869565,0.154228855721393
1,0.000478527607361963,0.000464,0.242718446601942,0.000114979299962364,0.0813172043010753,0.142608695652174,0.0000895522388059701
2,0.447852760736196,0.000432,0.16504854368932,0.0771546857357922,0.0524193548387097,0.0000843478260869565,0.0000696517412935324
1,0.000711656441717791,0.744,0.320388349514563,0.000414565299209635,0.271505376344086,0.000364347826086956,0.000348258706467662
1,0.000650306748466258,0.664,0.000310679611650485,0.29469326307866,0.000197244623655914,0.274782608695652,0.243781094527363
0,0.680981595092024,0.712,0.262135922330097,0.314640572073767,0.225806451612903,0.000282608695652174,0.27363184079602
0,0.693251533742331,0.000704,0.339805825242718,0.000339668799397817,0.000208333333333333,0.335652173913043,0.323383084577114
0,0.766871165644172,0.808,0.41747572815534,0.000544034625517501,0.333333333333333,0.499130434782609,0.432835820895522
2,0.337423312883436,0.344,0.145631067961165,0.0000434700790365073,0.0000325940860215054,0.0504347826086957,0.0348258706467662
2,0.000539877300613497,0.00056,0.262135922330097,0.163718479488145,0.000121975806451613,0.144347826086957,0.124378109452736
2,0.361963190184049,0.36,0.000155339805825243,0.0466691757621377,0.0000325940860215054,0.0556521739130435,0.0000398009950248756
2,0.0920245398773006,0.088,0.0000194174757281553,0.000752728641324802,0.000672043010752688,0.000000869565217391304,0.00000149253731343284
2,0.000159509202453988,0.00016,0.000058252427184466,0.00489273616861122,0.0000030241935483871,0.00521739130434783,0.00398009950248756
2,0.000134969325153374,0.000144,0.000058252427184466,0.00301091456529921,0.00000168010752688172,0.00347826086956522,0.00298507462686567
